TID,Comments,Rating
tt0012349,what makes a feature film different to a short? it isnt just length after all some of charlie chaplins later shorts were as long as fortyfive minutes while the kid is barely an hour no when chaplin made his graduation to fulllength features he also strove to broaden the scope scale and above all the dignity of his work the kid is not just the addition of another fifteen minutes of funny business; it is truly a turning point in chaplins careerthe kid begins with a bit of backstory as a few of chaplins shorts do but never before has he conceived one as professional looking as this here we have the opening of a drama and yet one written and staged with such simplicity that it does not overbalance the rest of the picture and does not leave us waiting too long to get onto the comedy two shots and a title card tell us that the woman in this story is the mother of an illegitimate child a couple more shots tell us that the father is now out of her life and revealing him to be an aspiring artist gives us an idea of why she may have been attracted to him and why perhaps their relationship was passionate yet brief of course such seriousness was the sort of thing to be lampooned in a chaplin short but here that wouldnt be appropriate instead we are eased gradually into the comedy world but having the pair of hoodlums who steal the car slightly buffoonish characters – they are by no means laughoutloud funny but they certainly dont belong in a straight dramatic setting and throughout while the drama remains very genuine chaplin takes care never to allow any environment to become too serious for example having henry bergman turn up as a flamboyant impresario in the dressing room sceneand never before has the effort gone into directing actors been so evident in a chaplin picture the performances in the kid are full of subtle gesture and timing in ensemble pieces edna purviance demonstrates a good sense of dramatic realism with a little too much melodramatic exaggeration but still very natural by the standards of the time and of course little jackie coogan is astoundingly impressive his movements expressions and timings all spoton so much so that it almost looks impossible for a child to be acting with such apparent awareness and he appears more like a human cartoon character coogan steals the picture with ease and for once the normally egotistical chaplin steps graciously asidethis too is an important difference with the kid chaplin had always resisted anything verging on a double act famously severing his partnership with the funnyinhisownright ben turpin back in  now however he allows his rapport with coogan to become the main basis for gags notice how there are very few protracted comedy sequences in the kid that feature chaplin on his own the few examples such as the routine with the policemans wife and the window ledge are often hilarious and chaplin could easily have filled the picture with such material however he does the bulk of the comedy in duet with coogan in material which is perhaps not quite as funny but also has that endearing touch to it and chaplin willingly sacrifices his own time in the limelight to bring this outtoday the kid can be looked upon as the ancestor of the successful featurelength spinoff if you look at something like the minute christmas special of the office it similarly broadened out the scope of the tv series by adding some serious dramatic and emotional elements and has become recognised as a masterpiece – better than the series by comparison the simpsons will always be best remembered as a tv show because the simpsons movie just felt like an extra long episode chaplins full length features however were far more than just spinoffs and have always been revered and regarded as the most important body of his work,9
tt0012349,the kid became a critically hailed international hit a tramp charles chaplin brings up an abandoned baby jackie coogan and later loses him to his mother edna purviance; but there is a happy endingthe film is a sentimental silent comedy set in the slums the comedy is sparingly laid on but the overall effect is much less painful than the synopsis would suggest the production is comparatively smooth young coogan is sensational and the film contains much of the quintessential chaplin chaplin had difficulties getting the kid produced his inspiration it is suggested was the death of his own first son norman spencer chaplin a few days after birth in ,10
tt0012349,charlie chaplins first full length feature film and his biggest success up to that date is a remarkably heartwarming story  which makes the surprising connection between slapstick comedy and dramatic tragedy it begins with a woman whos sin was motherhood who gives birth to a baby she cant support at a charity hospital which is kept padlocked from the inside she is forced to abandon it in an alley and before long chaplin wanders by and what follows is one of the best sequences of the film as he is casually strolling by and then through a series of odd but entirely believable situations he is unable to get rid of it it is no secret that little jackie coogan nearly stole the show from chaplin who was in top form playing the little boy at  years old charlies life is thrown into turmoil by the unexpected arrival of the baby but eventually he sort of organizes his life and when the kid gets a little older they make a nice living together the boy breaking windows and charlie selling replacements soon the police notice so they have to cut and run because there are other conflicts approaching which will warrant screen time much more than how they make money it is interesting to watch the film oscillate back and forth from chaplins traditional slapstick comedy and a much more developed dramatic story the film is interspersed with pure slapstick and some genuinely moving moments sometimes simultaneously if you can believe that but overall it is a truly heartwarming tale of friendship and family and survival and it is never once predictable all the way until the last framethere is a quick scene where the kid gets into a fist fight with another little boy and in between rounds  charlie is rubbing the kid down and congratulating him on fighting so well and giving him hints for the rest of the fight meanwhile the other kids brother shows up a massive oaf of a man who looks more like frankensteins monster than anything else what follows is a pretty funny fight that looks startlingly similar to the fight between charlie and the town bully in easy street this is a slapstick setup that is so simple that it could have been thrown in just to take up screen time were it not for its direct relevance to the storyat another point there is pure slapstick taking place in their little shack of a home as the  version of child protective services shows up to tear the young boy crying from jackies arms i think this is the only time in any film that ive ever seen genuine lowbrow slapstick so seamlessly combined with a truly sad and heartbreaking incident this combination not just here but throughout the film is the kids biggest achievement there is a dream sequence near the end of the film that i am really not sure what to think about although my understanding is that volumes have been written about its symbolic meaning both within the movie and in reference to chaplins personal life and speaking of which supposedly there were some legal issues involving money and divorce for which chaplin sped the film stock to utah for editing i dont know which story to believe that it was because of chaplins painful divorce or because he was unhappy with his salary i would bet its a little of both but the film is here and i guess ultimately thats all that matters in the five or six times that ive seen the kid i am always a little uncomfortable with that kiss that charlie gives the kid when he finally rescues him from the back of that truck if only because i am conscious that he is not the tramps real son either on screen or off then again i am looking at it with st century eyes some of shirley temples early films are also a little disturbing to me although for not quite the same reasons by this time chaplin was fully on the road to his career in full length feature films and after  short comedies for mack sennett at keystone studios and a dozen or so more for essanay and vagabond along with a few assorted others charlie was fast on the way to establishing himself as one of the greatest stars in the history of the cinema,10
tt0012349,wonderful picture mixes sentiment  drama  slapstick and pursuits in a winning combination  while walking the slums the tramp charles chaplin meets a baby left by an unfortunate woman edna purviance who played several chaplin films  including a note  ¨please love and care for this orphan child¨  he then cares for an abandoned child  as charlie struggling to nurture the castoff illegitimate kid jackie coogan who launched as the first child superstar  the tramp has to face nasty cops  doctors and orphanage workers who want to carry the kid to county orphan asylum  as events put that relationship in jeopardy this sassy picture packs slapstick  interweaving gags  melodrama  opulent victorian sensibility and a lot of laughters are guaranteed too  ¨the kid¨ is a culturally  historically  or aesthetically significant drama that originated a great influence of wide range  ordinary sentimentality is made available both by the balancing presence of harsh reality and chaplins amusing grace of pantomimic skills  the sensitive drama is set amongst garbages  flophouses  a slum world described in erich von stroheim style  being accompanied by an adequate soundtrack  as the main theme from charles chaplins score is based on a theme from pyotr ilyich tchaikovskys th symphony  duo starring is frankly magnificent  as charlots marvelous acting as a tramp who takes home an abandoned baby  nice acting by jackie cooper as streetwise orphan that launched him as major child star  and its easy to see why  furthermore  agreeable edna purviance as unlucky mother  she acted in a lot of chaplin shorts and in a woman of paris a drama of fate the motion picture was masterfully directed and played by charles chaplin  the production company tried to cheat charles chaplin by paying him for this sixreel film what they would ordinarily pay him for tworeel film about half a million dollars chaplin took the unassembled film out of state until they agreed to the oneandahalf million he deserved plus half the surplus profits on rentals plus reversion of the film to him after five years on the rental market deemed to be chaplins first real feature but he had made many shorts such as ¨the vagabond¨ ¨night at the show¨ ¨burlesque on carmen¨ ¨the immigrant¨ and ¨the circus¨  chaplin subsequently would make a string of successful films such as ¨the gold rush¨ ¨city lights¨ ¨modern times¨ ¨the great dictator¨ ¨monsieur verdoux¨  ¨a king of new york¨ and his last movie ¨countess from hong kong¨,8
tt0012349,the simple lovely story of an abandoned kid and found and raised by the little tramp is executed by chaplin with an incredible sensitive touch id say that it is as much funny as sad and the music score couldnt be more accurateperhaps the most delightful surprise was to in the dreamland scene so full of symbolism and lyrically narrated the scene made me question myself if at the moment i was watching buñuel and not chaplin it is not my chaplins favorite but its for sure one of his bests totally recommend to be watched chaplin will never disappoint you thats for sure if you watch this one also with city lights and modern times youll be ready to enjoy his talkies the great dictator a classic and the perfect touching till tears limelight,9
tt0012349,due to an unwed mother abandoning her child in an automobile and said automobile being subsequently hijacked the little tramp winds up with the baby and proceeds to raise it in its first five yearsin reading charlie chaplins memoirs i learned two things about the making of the kid first he had to get child star jackie coogan away from roscoe fatty arbuckle under whom the lad was contracted chaplin saw him and was determined to make a film with him the second thing was chaplins determination to make a film that combined both pathos and comedy which many said could not be donethe success of the kid is due to the chemistry established between chaplin and coogan as chaplin said in his memoirs young children in their uninhibited way are natural actors part of the chemistry though is to make sure they dont totally steal the film from youthe tramp gets his innings in with the kid hes the same rapscallion tramp we all know but the kid showed another side of the tramp one of deep feeling and protectiveness two people who need and love each other very much this film couldnt missfirst national pictures sure thought so as it became part of a three way tug of war between chaplin the studio and his estranged wife mildred harris the robert downey jr biographical film chaplin illustrates that whole bit of business where charlie smuggled out the negative of the kid and took it on the lam across state lines he edited it and was able to get it back to first national as a finished product on his own terms that whole business probably would make a good movie unto itselftill that one is made see and enjoy the tramp and the future uncle fester in the kid,9
tt0012349,the kid was released in  at the pinnacle of the silent era when emotions came to screen through looks and body language when we didnt need dialog we had faces and if theres one film where charlie chaplins face oddly illuminates the screen its definitely the kid sure many fans would argue that city lights is chaplins masterpiece but something is too perfect too masterfully directed it was made during the talking era chaplin was in his s and had more experience while the kid features a more youthful director it belongs to a whole other era and has the historical feel of a mark twain or charles dickens novel which is not surprising when you consider that the movie is chronologically closer to these classics  indeed in  chaplin was  hitchcock  brando wasnt even born discovering the kid is like turning the pages of a dusty yellowpaged historical book one eye is watching the film while the other discovers a period and i dont know if im the only one but theres something in the setting the location that makes the film look even older for all i saw the movie could have been set in the early century and considering the timing of the film maybe this feeling has been deliberately accentuated by chaplin himself the film was made in a difficult personal time when hed just lost his son after his birth there was a great wound in chaplins heart and a movie evoking childhood was the best way to exorcise his inner demons and his discovery of a very young gifted child named jackie coogan the perfect encouragementthe context of the kid is crucial to analyze and comprehend the personal motives of chaplin beneath the simple desire to make a movie chaplin was a successful comedian at that time which is even more impressive considering his sevenyear experience a short time but enough to create an icon the little tramp an immediately recognizable character that put a face in a rather young art named cinema chaplins story is also the perfect illustration of the american dream and im sure that he felt privileged for having gone from a difficult childhood in a poor london district to hollywood fame  and maybe somewhere deeply in his heart he felt obliged to let this part of himself having an occasion to shine maybe he knew he was the only one who could direct himself in a more serious tone and maybe the weight of the past was the little flame that ignited his desire to be a filmmakerthe emigrant in  was like the first step back into chaplins past inspired by his own experience the movie doesnt feature many emotional moments probably because the emigration carries a sort of hope for a better future and leaving the motherland wasnt synonym of sadness but the emotions were there beyond the slapstick and the comedy and waiting for another step back to finally explode in an emotional firework which directly transports us to chaplins past he who grew up without a father and started working at an early age he who learned entertainment for survival more than for a living before it cemented his talent he needed to dedicate a film to what made chaplin chaplin and this is how the kid was made and for the first time chaplin would become more than a simple clown and get all the respect he needed from his peers as a gifted filmmaker he could finally make his first masterpiece the gold rush but the kid was this necessary last breath before taking the big divemany aspects of the kid highlight chaplins past and the level of pathos depicted in the introduction will disconcert many fans who expected good laughs  a woman abandons a child expecting him to be adopted by a rich family until funny yet hazardous circumstances put the child into the tramps arms but what strikes the most is the level of maturity from chaplin who despite the archetypal situations didnt make the gesture as spontaneous as it could have been the mother of the illegitimate son is obviously devoured by guilt as is the father a nicelooking fellow and a sign that chaplin doesnt hold any grief against his father these things happen and we shouldnt feel sorry as it contributed to the creation of one of the greatest early cinematic duos  the tramp and the kidin every aspect the kid is chaplins alter ego  hes smart tender funny sensitive and more than anything extremely convincing weve seen so many child performances since  to get a definitive opinion on what a great one is and jackie coogan is one of the best if not the best almost stealing the show from the king of comedy and that the kid didnt become as much a star as chaplin is one of cinemas cruelest ironies the chemistry between the two characters is genuinely authentic and it takes its highlight at one irresistible emotional scene i surrendered to tears when i saw the poor little kid crying while the movie showed one of the rarest and most intense closeups on chaplins face  his devastated look and his eyes suggesting an icy blueness as to incarnate the cold cruelty of a world that would allow the worst to happen and whatever inhabits the tramps heart is communicated through an emotional score composed by chaplin himselfchaplin like disney for animation handled drama with the same strength as for comedy the necessary tears for a movie mostly made of joy fun cheers and even some dreamy escapism allowing a selfreflexive approach of the magic of childhood the kid is not perfect but its a masterpiece of sincerity of humanity that only chaplin could have made and embodied through a magnificent music if not his best its his most defining film ,9
tt0012349,this is such a incredible moviealong with city lights and the gold rush this has to be one of the best movies starring charles chaplin and it is also one of the best movies ever madeit is true that for the modern viewers the story of this film could be way too melodramatic and dated but personally i think it is one of the most heartwarming and captivating films ever made and a timeless classic from the age where movies were made with heart and not only thinking only in the boxofficethat doesnt mean this movie isnt entertaining in fact i found this movie to be way more enjoyable than many modern unfunny comedies and also way more emotional and engagingi truly loved this film it is one of the best movies of the story of cinema and shouldnt be forgotten,10
tt0012349,the opening title to this film reads a film with a smile  and perhaps a tear truer words about a motion picture have never been spoken for charlie chaplins the kid has a plethora of smiles from start to finish and yes a few tears as well the film tells the tale of a woman who abandons her infant son who is eventually stumbled upon by the famous little tramp character played by chaplin the tramp takes the baby into his own care five years go by and the tramp and the kid portrayed by a young jackie coogan are getting along just fine however a turn of events results in the two being separated and from there the film moves on as the tramp desperately tries to be reunited with the boy he has grown to consider his soncharlie chaplin is a true master of filmmaking and this film is one of his best his direction is truly remarkable being able to manipulate the audiences emotions so much without sound he is able to do more with silence than any living filmmaker could do with an insurmountable budget he manages to make you laugh almost nonstop from start to finish and even wind up causing you to shed a tear its so emotionally gripping and you just fall in love with these characters from the getgo even though the tramp may not have the best living conditions or resources to properly care for the kid his love and loyalty to his job of caring for the boy makes their relationship a truly beautiful piece of cinemaas emotionally wrenching this film is its simply hilarious this film has some great slapstick humor and chaplin is a true master of it jackie coogan is also great if i had to find one flaw with the film it would be the slightly odd and silly dream sequence but it is symbolic of the rest of the film and i dont really mind it despite being odd and out of tone with the rest of the film overall the kid is a film that can make you laugh out loud one minute then tug at your heartstrings the next its an absolute riot but one of the most emotionally satisfying pieces of cinema ive ever seen and to think that chaplin did all this without a line of dialogue its just incredible and not to mention the music is just stellar too chaplin is a master at composition the kid is one of my favorite films and anyone who has yet to see it should definitely get on that!,10
tt0012349,when watching this i wanted to give the film a  rather than an  simply because i do not think it is as good as modern times or one or two others however taking into account that this is  and the film technology is not all there i will give it a little extra bump because it is so clean and well done it could have been made a decade later and looked the samechaplin has to of course be given a lot of credit for producing writing directing and starring being a great comic actor is one thing but being able to run your whole production takes a special skill and young jackie coogan sells the picture the film succeeds or fails depending on your casting of the kid and they nailed it  hes adorable emotional and seems able to handle any situation,8
tt0012349,the worlds most famous tramp is back and this time he has kid sidekick! sounds kind of gimmicky right? but it works perfectly! chaplin and child actor jackie coogan work extremely well together their scenes are filled with heart and you can see that they both enjoyed themselves during the making of the movie the movie has the signature chaplin slapstick that is guaranteed to have you in stitches but it also has some genuinely sad and emotional moments making this movie one of chaplins most fondly remembered from his gigantic and legendary filmography,10
tt0012349,a tramp finds an abandoned kid on the street he tries to get rid of it in charlie chaplin way but ends up raising it with road side values child becomes an apple of his eyes in a few years but the mother comes back to claim her son i had heard that this was the best movie charlie chaplin made but i disagree with that statement completely no doubt its a fantastic movie with a very strong story and message but its definitely not his best i found the last scene of the movie a little contrite and compromising the story has been adapted and tried in very many forms extremely sensitive and though provoking cinema a must see for all,8
tt0012349,i was hardly a chaplin fan in fact i loved laurel &amp; hardy and really didnt like charlie chaplin until i found that i could impersonate him as a lookalike  then while viewing his films for the need of impersonating i have become a big charlie chaplin fan  his comedy mingled with pasos and pantomime was unique and very funny; and this one is certainly one of his bestin it a sixyear old jackie coogan makes his screen debut as a little orphan that the tramp picks up and cares for five years  every moment of this film is terrific it moves along swiftly and made me shed a tear three or few times  chaplins score is undeniably a great piece of artwork and the acting is superb; nobody in this film lacksespecially chaplini recommend this film for all to see  its age has not diminished this little love tale for a family in fact it makes you realize family love even more  youll laugh cry and have a great time out  rent it  buy it view it  its a film for all to see,0
