,commnets,Rating
10,`Mr Smith Goes to Washington is not as well known of a movie as it should be  It is a very good movie that is very interesting and a very good way to learn how some things involving the Senate work  This reviewer absolutely loved this movie and wishes she could run out and buy it right now   It definitely grabs the audiences attention and keeps it there  While watching this movie this reviewer was laughing smiling getting really really angry learning and even getting a little tearyeyed  How can a movie that brings out all those different emotions in someone not be great or even spectacular!  `Mr Smith Goes to Washington is definitely one of the best movies ever made despite the fact that it is mostly about politics! Its still interesting!While watching this movie the audience might be thinking that the acting isnt half bad and is actually quite realistic  They would be right too! All of the acting is really very good and it draws the audience in and keeps them in  This movie was so close to not having one single cheesy line or unbelievable acting job that its really a shame that it did  At the very end of the movie Saunders played by                  stands up from her seat in the balcony and yells `Stop Jeff! Stop! and then falls to the floor  The line and the way       says it is very very cheesy and something the audience might find themselves laughing at  That line is just about the only time in the entire movie where the acting was lacking  James Stewart was of course phenomenal  He is a very good actor and one that should be remembered for a very long time  Hes awesome!The only other not so great thing about `Mr Smith Goes to Washington is the ending  Its a happy ending but well it just ends  Its an abrupt ending  It ends so abruptly that the audience isnt even expecting it to end when it does  It has one of those endings where the audience knows a bunch of things that will be happening they just arent shown happening This reviewer doesnt really care for those kind it is much better when you get to see the things carried out  Although the ending could have been better `Mr Smith Goes to Washington is still an awesome movie and the ending doesnt take away from that at all!This movie is so great that every person in the world should be able to see it because it is definitely worth the time it takes to see it,10
11,From time to time a movie comes along that holds up so well that it actually gets BETTER with age Mr Smith Goes To Washington is EXACTLY that type of movieFor a basic plot summary this movie tells the story of Jefferson Smith Jimmy Stewart a sort of wideeyed rube who only gets promoted to US Senator because of the political machine of Senator Joseph Payne Claude Rains whom the young Smith adores Once in Washington however Smith gets a rude awakening as to the real politics of DC With the help of a female aide named Saunders Jean Arthur Smith must decide whether to fall in line or fight the deep rooted corruption in the Capitol domeThis movie remains an alltime classic for two primary reasons It strikes such a simple emotional chord in all of us Even though deep down we know that corruption runs rampant in even the highest levels of government we like to cling to the ideals that the nation was founded on Well that is exactly the journey that Stewarts Smith viscerally takes us on We want him to succeed so badly because we all feel as if that is what WE would do in a similar situation I know Ill probably get a few downvotes for this statement alone but I believe that our government is as corrupt now as it has ever been Thus while watching Stewarts impassioned pleas for honesty and common sense my heart ached for the United States of America So not only does Mr Smith stand the test of time but it actually transcends itBasically this movie does to politics what fellow Frank Capra film Its A Wonderful Life does to Christmas If it were up to me this movie would be shown in every American Government high school classroom and on television sometime the week before every major political election It is THAT important in the message that it espouses,10
12,Besides a brilliantly written story and brilliant acting by James Stewart there is one element of this movie that cant be overlooked Jean Arthurs actingWith her voice and facial expressions she pulls you through the storyline The movie may be about Mr Smith Stewart but much of it is seen through Saunders Arthurs eyes  When she falls in love with Smith we cant help but do it tooThis is Capras opus and contains not one but two of the best acting performances Ive ever seen,0
13,Patriotic stirring uplifting absolutely mesmerizing Here are just a few words that can be used to describe Frank Capras brilliant  film Mr Smith Goes to Washington Bringing together a stellar cast of both fresh and seasoned actors Capra manages to reach into each of our chests and wrench almost painfully at our heartstringsJefferson Smith James Stewart Its A Wonderful Life is a young enthusiastic patriot who resides in an unnamed American state but is known throughout it most especially by the young boys of the region as an unsung hero Head of the Boy Rangers Smith has a love of his country and of nature once quenching a potentially devastating forest fire singlehandedly After the unexpected death of a current Senator Governor Hubert Hopper Guy Kibbee is forced to choose a replacement Whilst his corrupt political boss Jim Taylor Edward Arnold urges him to appoint a handpicked stooge Hopper surprisingly decides to follow the confident advice of his own children awarding the job to SmithSmith arrives in Washington excited and idealistic no doubt modestly considering himself to be unsuitable for such a prestigious position He is proud to accompany the other current state Senator Joseph Harrison Paine Claude Rains Notorious a highlyesteemed man who was once great friends with Smiths father Unbeknownst to Smith however Paine had long ago abandoned his political ideals seduced by the promise of power and political longevity to make certain compromises Whilst Smith works tirelessly to submit a bill regarding the creation of a national boys camp at Willet Creek which he hopes will teach a new generation the value of freedom and liberty the devious Paine schemes to dam that same locality an act that will serve nobody but the powerhungry Jim Taylor When Paines cynical secretary Clarissa Saunders Jean Arthur informs Smith of these plans he determinedly attempts to speak his mind only to be quashed by the almighty Taylor MachineFrank Capra who had previously supplied Columbia Pictures Corporation with two Academy Award Best Picture winners It Happened One Night  and You Cant Take It With You  once again proved his undeniable genius something he would continue to do throughout his filmmaking career One oftencited example involves the romanticallyawkward Smiths second encounter with Paines beautiful daughter Susan Astrid Allwyn Rather than focusing on faces as would be the typical style for such a scene Capra keeps the camera firmly on Smiths hat as he restlessly shuffles it between his fingers frequently dropping it to the floor and stooping to reclaim it This shot tells us more about Smith than any facial closeup ever could!Finally James Stewart is unquestionably brilliant as the young idealistic Smith in one of his first critically recognised roles The look of absolute awe and wonderment on his face upon first witnessing the Capitol Dome appears truly genuine despite the fact that Stewart was merely acting against a projection For his highly memorable filibuster speech at the climax of the film Stewart dried out his throat with bicarbonate of soda to make himself sound hoarse an act that could potentially have destroyed his later ability to speak As we witness Jefferson Smith ragged and exhausted determinedly continuing to shout hoarsely at the Senate members we immediately understand that his voice is reaching much much further He is not just shouting at the Senate but he is shouting at the people; he is shouting at his country; he is shouting at us And we are right there alongside him quietly urging him along,9
14,I admit that I just saw this movie very recently and approached it as a typical teenager would in this day and age But I forgot how much I love Jimmy Stewart in Its a Wonderful Life one of my all time favorites and how much I love Frank Capra Well obviously I ended up falling in love with this movie too Of course its not a typical movie like wed see in theaters today Im not sure why people rate it based on that Old movies should be treated with more respect! They didnt have the technology that we did now and the most advance things they could do were corny montages  Really I found a lot of things funny in this movie that shouldnt have been but I tend to laugh more than anything; life is just better that way The boys in the entire movie were hilarious They were justso strange And for some reason it was okay for angry politicians to ram their huge truck into the boys car And it was okay for Jimmyboy to run around the streets punching people But in the end I believe those parts made the movie more enjoyable!The music the acting the directingit was all top notch in my opinion Well the music was a bit too patriotic at times but that was very appropriate Jean Arthur was very cute and played her role quite well And for some reason I fell in love with Claude Rains voicewhich means I fell in love with his character I had to convince myself that there was some good in him and I was right The story was just fine a lot better than a lot of movies around today! oy! We went over the corninessand the plot may have been a bit predictable but I really wanted it to end well Good needs to defeat evil in the end And sure the ending may seem a bit abrupt but what can they say after that? All is well! A very good movie Id recommend it to ANYONEyou might just be surprised hey can you believe it? I really hate history and I enjoyed this movie!,0
15,If I could choose one movie more than any other which was not only brilliant but highly significant it would be this one We live an an age when cynicism about politics is rife when people who get involved to change things for the better are more often than not dismissed as naive; this is a film which everyone who is cynical towards politics should see It doesnt hide the fact that there is corruption in politics but it does say quite clearly that there is a point and a value to standing up to itAs movie quotes go Jean Arthurs words to Jeff Smith deserve to be remembered Your friend Mr Lincoln had his Taylors and Paines So did every other man whoever tried to lift his thought up off the ground Odds against em didnt stop those men They were fools that way All the good that ever came into this world came from fools with faith like that This is a movie which can teach a very valuable lesson particularly those who despair of modern politics There is a way forward,10
16,What a wonderful film What an exaggerated corny fantastic beautifully acted exciting wonderful filmMr Smith Goes to Washington is a classic for good reason It reinforces qualities that many of us have lost along the way idealism strong unshakable belief never quitting honesty and commitment Today patriotism and American values have taken on another connotation They have become the property of the right wing But there isnt anything wrong with the kind of patriotism and American values expressed by Jefferson Smith which are different from what is being expressed todayIs anyone today as idealistic as Mr Smith was when he first came to Washington? Can one really win against a powerful force like the Taylor machine? As one who was involved in a legal case where the other side had all the clout and all the money I sadly have to answer that I dont think so In the real world as Court TV has taught us things dont work that way Is anyone as corrupt as Senator Paine and Jim Taylor? Sadly Id have to say probably Would they ruin anyone who got in their way? Yes Have they? DefinitelyMr Smith Goes to Washington is a fantasy but its a fantasy that uplifts us and reminds us of what we could be and like Jean Arthur says in the film maybe being jaded isnt such a good idea all the timeJames Stewart had the role of a lifetime and he was perfect Homespun intelligent boyishly goodlooking his career and tremendous popularity even today speak for themselves His filibuster scenes are incredible passionate and strong We were lucky we had him as long as we did There will never be another Jean Arthur was fabulous in her role as a streetwise assistant who finds something to believe in Claude Rains as the unlikable weak Senator Paine gives a powerful performance The bad guys  and Capra always makes sure theyre real bad  were all great As for Harry Carey the sympathetic speaker you want to hug him A fantastic jobFrank Capra knew how to make movies The pace is swift the story strong and the scenes tense and exciting One gets caught up in the world he fashions A shame it isnt real,10
17,Frank Capras fans give Capra high marks for his film making He was a great Director But Capras detractors said he was known for his corn rather than art If truth is art then Capra fails not to entertain but as a truth teller Capra is one of the first message directors In this movie he goes against the Washington establishment political hacks and powers behind the throne The sad fact is that nothing has changed because human nature has not changed Capra creates the Character of Jefferson Smith played by Jimmy Stewart in an great performance The supporting cast performs as well under the direction of Capra Whether Capra or the writers are to blame is not known but the Smith character is a caricature of a real person And because he is not real and the story is not reality If this movie was considered a comedy so be it but critics have had  plus years to consider this movie as a significant comment on good versus evil Stewarts character is chosen by a shallow Governor to fill a US Senate seat and his choice is not the best candidate for the job Nothing unbelievable in that  but Smiths character is stretched beyond belief To become a US Senator you must be at least  years old Smith is introduced as someone with the maturity of a  year old With no wife no girl friend; he acts like a  year old when introduced to mature women Taking a tour of Washington leaving his homing pigeons to the care of others is also the behavior of an adolescent Capra wants us to believe that adolescence is synonymous with honesty It is not Nor was his striking journalists who portrayed him as a dopeSomehow this idealistic character takes on the corruption of the world in the form of a junior Senator and conquers all And discovers love and gets the girl in the end If you like vintage syrup this movie is right for you Just remember its just a movie and in real life the bad guys usually win,5
18,James Stewart was simply magnificent in this memorable classic of a dedicated young politician who is appointed to the senate following the death of his states senator He wants to do what is best for his constituents He soon learns that in Washington this is not to be the case Corruption patronage et al are alive and well and functioningEdward Arnold in a supporting role is fabulous as the old style political boss The Stewart character represents what we need as leaders to run this great nation of ours Some real scene stealing is done by Claude Rains as the other states senator who has become corrupt His temperament is perfect for the part His seething by guilt and his denunciation of his fellow senator shows depth in acting His outburst at the end of the film is totally memorable He claims that he has compromised to get what he wants How far from the truth this really is! Jean Arthur as the secretary in the know is truly fabulous as well Newspapers can learn from this film They should Censorship still exists in Remember that great filibuster scene? Stewart acted his heart out Though he lost the coveted Oscar here the Academy rewarded him the following year for the comedy The Philadelphia StoryThis film should be a definite prerequisite for students in political science classes,10
19,The theme of one man being able to combat the ways of a longestablished system is not a new one In fact man versus machine is one of the oldest forms of conflict in cinema but this is a different kind of machine this Taylor Machine When a young naive and idealistic man by the name of Jefferson Smith James Stewart is placed as a pawn in the United States Senate he is honored and humbled by the job set out before him He sees it as an opportunity to provide a service for his country and even more so his people In Jefferson Smith we see everything that is good and wholesome in America One man who wishes for nothing more than an improvement upon a country that he already cherishes He intends to do everything he can to fulfill his duty as a newly appointed Senator However the people that put him there were not nearly as patriotic in their intentions Jim Taylor Edward Arnold and Senator Joseph Harrison Paine Claude Rains have conspired to put Smith in office in hopes that he will simply sit there and keep quiet while they pass a bill that will profit Taylor Smiths dream of building a national boys camp is shattered by Taylors scheme to build a dam in the same area The powerful Jim Taylor is forced to pull some strings in order to discredit the young senator so that his dam can be built The Taylor Machine frames Smith accusing him of fraud Shamed Smith is ready to leave Washington behind when his assistant Clarissa Saunders Jean Arthur inspires him to fight for his ideals just as his forefathers had Smith returns to congress armed with a new strategy to accomplish his goalJames Stewart gives one of his finest performances as Jefferson Smith the young passionately patriotic Senator confronting corruption in the government he holds so dear Jean Arthurs performance as Clarissa Saunders is strong while Claude Rains is forced to counter Stewarts inspired intensity a feat that I feel he accomplishes The filibuster scene is one of the highlights of the film and one of the more memorable sequences in American cinema Mr Smith Goes to Washington is a wonderful movie not just because of James Stewarts relentless performance but because it has quite a bit to say It is a statement declaring that ideals are stronger than the pages they are printed on and that it is our ideals and the spirit through which we see them realized that allows one man to topple the machine,9
20,Through a series of fortunate and unfortunate events an unsophisticated local hero Jefferson Smith is appointed a US Senator The people pulling the strings in his party and State figure that he will be compliant and malleable and basically stay out of the way of their plans some of which arent entirely ethical or legal However a wellintentioned deed sets off a dramatic chain of events a series of events that will see him at odds with his colleagues with the shadowy bullying powerbrokers and with the entire SenateBrilliant movie from Frank Capra While Capra also gave us such great movies as Its A Wonderful Life Meet John Doe and It Happened One Night this is his greatest work A superb indictment of politics and how democracy has been undermined and corrupted told with the trademark Capra brand of wholesomeness and practical idealism Considering how politics has even further degenerated since  even more relevant today than when it was released in Clever engaging plot that doesnt waiver for a second Not an ounce of deadwood in the movie  every scene is perfect and important Some great twists and turns and some great tension towards the end as Smith struggles to preserve his name and ideals Wonderful themes and morals too as you would expect from Frank CapraAdd in some excellent performances especially from James Stewart in the lead role and Jean Arthur as Ms Saunders Both received Oscar nominations as did Harry Carey for playing the President of the SenateIn all Mr Smith Goes To Washington was nominated for  Oscars including Best Picture but won only one for best original screenplay Unfortunately for it the  Oscars belonged to a juggernaut known as Gone With The Wind,10
21,Director FRANK CAPRA Screenplay Sidney Buchman Based on an original screen story The Gentleman from Montana by Lewis R Foster Photography Joseph Walker Film editors Gene Havlick and Al Clark Music composed by Dimitri Tiomkin directed by M W Stoloff Art director Lionel Banks Costumes Kalloch nd unit director Charles Vidor Technical adviser Jim Preston Montage effects Slavko Vorkapich Stills Irving Lippman Assistant director Arthur S Black Sound engineer Edward L Bernds Western Electric Sound System Producer Frank CapraCopyright  October  by Columbia Pictures Corp New York opening at the Radio City Music Hall  October  US release  October  UK release January  Australian release  January   reels  feet  minutesSYNOPSIS Idealistic greenhorn senator uncovers corruption in WashingtonNOTES Academy Award Lewis R Foster Original Story defeating Bachelor Mother Love Affair Ninotchka and Young Mr Lincoln Also nominated for Best Picture lost to Gone With The Wind; Best Actor James Stewart lost to Robert Donat for Goodbye Mr Chips; both Harry Carey and Claude Rains Supporting Actor lost to Thomas Mitchell in Stagecoach; Directing lost to Victor Fleming for GWTW; Art Direction lost to GWTW; Film Editing GWTW; Best Music Score Stagecoach; Sound Recording When Tomorrow Comesnd Best Picture of  Goodbye Mr Chips was first — The Film Daily annual poll of US film criticsBest Male Performance of  James Stewart — New York Film CriticsCOMMENT Outstanding entertainment — although the film is not without its defects Chief problem is that there is too much talking especially in the middle of the film where Capra is content to capture the dialogue in long static takes If about  minutes were trimmed from the ArthurStewart scenes Mr Smith Goes to Washington would be a masterpieceAll the same as Graham Greene wrote in The Spectator its a great film acted by such a magnificent cast Capra can afford to fling away on tiny parts men like Eugene Palette Guy Kibbee Thomas Mitchell and Harry Carey    Here is Capra back to his finest form All the familiar qualities are here the exciting closeups the sudden irrelevant humor the delight in the ordinary human face* Greene truly states that you remember the faces in this film vividly — the faces chosen and shot with such Capra care — and this it might be added long after the message and the forced romance are forgotten* The PleasureDome The Collected Film Criticism of Graham Greene  edited by John Russell Taylor Oxford University Press ,9
22,Well this is like any other political film oozing patriotism where the small guy gets the big guy The underdog wins All American Better yet it is Frank Capra with James Stewart Can we get any more cliché? Oh wait The main character is a Jefferson Smith Bribery corruption conspiracy lies and deceit It is all here Shady deals ulterior motives In other words politics In case it was not already obvious I am not very political But guess what? In all the above ways yes this is like all those other films But it the most important ways it is not What makes it different? In one word Stewart Sure the clever writing the directing the supporting cast are all assets to the film But he makes this film His characters name is in the title after all Through his heartfelt performance as Jefferson Smith the audience is inspired; even the most cynical of us might find ourselves beginning to really like this country appreciate what we have today that our ancestors did not and maybe even believe that we can make a difference by getting involved in politics His naiveté is practically excruciating at times His first glance at the White House can be compared to a little kid in a candy store His first evening exploring all the monuments along and around the National Mall is shown in montage form with patriotic backgrounds music Cheesy yes But somehow it was not as bad as it sounds As he an everyday man tries to acclimate himself in the world of politics each blunder brings new laughs His awkwardness in palpable and his character lovable Eventually of course he must learn the truth that it does not really exist in the government We all cheer for this everyday Smith as he tries to pave the way for all the little guys As far as high school or even grade school education goes this should be on a list of required viewings Along with School House Rocks classic How a Bill Becomes a Law of course I would have loved to learn about government the Senate bills and filibusters this way **** Spoilers **** Sadly it was the ending that brought the greatest disappointment It was extremely sudden and cheap After all that determination and rallying from Smith; after how far Paine was willing to go to condemn the man he supposedly felt was like a son to him after all his stubbornness to do the right thing he gives up and confesses everything on the Senate floor? Highly unlikely Even worse it cheapens all that Smith has done,7
