,commnets,Rating
10,One of the best Chaplin movies which means one of the best movies ever made Good structure and a lot of  excellent classic scenes such as `Eating the shoe and `The Roll Dance Both the original version and the second release have their own charm,10
11,Charlie Chaplin is the Lone Prospector who goes to Klondike Alaska in search of goldThere he meets and falls in love to beautiful Georgia Georgia HaleIn cold and snowy Alaska he rambles forward looking for gold with his fellow prospector Big Jim McKay Mack Swain thinking of herA genius called Charlie Chaplin made in  this silent movie masterpiece known as The Gold RushNow nearly  years after the film was made we get to watch this genius in a tramp suit doing his jobAnd he did it wellBetter than probably anybodyHe could make us laugh and he could make us cryMaybe even both of those at the same timeChaplin realized that every good comedy has a little tragedy Of course I have to give credits to other actors as wellMack Swain as Big Jim McKay is not only a big man hes also big at his acting skills Georgia Hale is as beautiful of woman as she is a great actress The Gold Rush is filled with marvelous scenesThe most memorable is the shoeeating sceneChaplin on the dance floor is also something to rememberThrough the movie you can hear the score Chaplin composed to this movieIt works perfectlyJust like the whole movieIts pure gold from the beginning till the end,0
12,We follow the little fellow Chaplin in his trip to Alaska to find gold  which he ends up succeeding in finding love at the same time The first half of the movie reunites Chaplin another lonesome gold seeker and a moralless scoundrel in a shelter under a particularly horrendous snowstorm There happens one of the most memorable scene of the movie Big Jims delusion that Chaplins is a giant of course bearing Chaplins manners chicken and his desperate attempts to eat him; but Chaplin is saved by a bear showing up which they finally eat Then parting their ways begins the second half of the movie the onesided romance with the beautiful Georgia met in a dance hall How funny was the scene when she invited out of despair our little fellow to dance to avoid dancing with an invading Jake! How genius showed Chaplin to use TchaykovskysBeauy &amp; the Beasts waltz! Bringing to tear and laughters at the same time As Georgia plays nastily and mocks and fools Chaplin with her friends and secretly discovers his love her heart swings But Chaplin is taken away by his former colleague Big Jim to become millionaires ie find gold And they find it! All ends well as the little fellow &amp; big Jim now millionaires leave on a ship While dressed poorly as in his earlier gold seeker day for a photography he falls upon Georgia who indisputably is happy to be with him and even more happy to find him multimillionaires as she hears from the ship crew The moral? Women love damned $$$,10
13,All the best Chaplin films have one unique scene thats very memorable because its either very funny or very touching In this film its one of the funny onesYou see in this film Chaplin jumps on the band wagon to Alaska to participate in the Gold Rush Along the way he runs into some crazy characters and has to stay out in the middle of nowhere with one of them Since they must try to survive in the cold weather Chaplin decides to cook dinner What he cooks and how they eat it is the priceless joke that makes this film so greatIts not just that one joke though there are tons of laughs in this great movie So I highly recommend it for any fan of silent films or comedies Youll have a lot of fun watching itAs of now this is the earliest Charlie Chaplin film that Ive seen but it probably wont be for long I think hes one of the greatest directors and I hope to see more of his films soon,10
14,THE GOLD RUSH United Artists  written directed and starring Charlie Chaplin may not be the very best of the Chaplin feature comedies of the silent era but has become the very movie in which Chaplin wanted to be most noted for by future generations So proud of his achievement Chaplin reissued this silent film in  with a new music soundtrack which introduced a narration written and spoken by Chaplin himself eliminating the use of title cards Then in the summer of  THE GOLD RUSH became the initial movie presented on public broadcasting stations week series of The Silent Years as hosted by Orson Welles from the Paul Killian collection with a new and excellent piano score by William PerryTHE GOLD RUSH which is set in the turn of the century opens with The Lone Prospector Charlie Chaplin coming to Alaska A snow storm drives him into the cabin of Black Lawson Tom Murray an outlaw Big Jim McKay Mack Swain another prospector who has found gold on his claim is also driven in by the storm and into the same cabin After much struggle Larson finds himself having to accept the two men as his guests Stranded due to the heavy storm Larson finds himself chosen to go out for help While out in the storm he comes upon a couple of officers looking for him He gets away by stealing their dog sled but is later killed in an avalanche Back to the cabin Charlie and Larson almost in near starvation eventually make a meal out of a large bear When the snow storm finally subsides the two men go about their separate ways Charlie comes to a mining town where he becomes infatuated with Georgia Georgia Hale a dance hall girl causing jealousy from her suitor Jack Cameron Malcolm Waite As for Jim he has forgotten where his gold claim is and locates Charlie to help him find it separating him from Georgia The results that follow is classic ChaplinAside from a large list of supporting players which consists of frequent Chaplin character actor Henry Bergman as Hank Curtis The Gold Rush contains many now classic comedy supplements including the starving Charlie cooking his boot in hot water and using his shoelace as spaghetti; Charlies encounter with Georgia; and the near end finale in which Charlie and Big Jim return to the cabin before setting out to find the claim in which the cabin gets blown away during the blizzard that forces the cabin to be found the next morning halfway over the edge of a cliff which starts to tilt back and forth as the men make their slightest movement There are tender moments too including Charlie awaiting for Georgia and her other friends to accompany him for New Years Eve dinner with tears flowing down his cheek when at the stroke of midnight realizes they are not coming The most famous sequence of the entire movie is the one where Charlie falls asleep and dreams of himself entertaining his dinner guests by using two forks in two potato rolls as his feet and doing a dance for themWith THE GOLD RUSH being Chaplins most revived and discussed movie one must never forget his other artistic achievements that followed including THE CIRCUS  CITY LIGHTS  MODERN TIMES  and his talkie debut of THE GREAT DICTATOR  Since the advent of home video in the early s THE GOLD RUSH consists of various editions and different music scores ranging from the use of piano organ or orchestra There are even some editions that have no music track at all along with some copies running different time lengths and others eliminating the final closing segment set on the boat in which Charlie and Georgia walk on top of the deck to be interviewed and photographed by the press before the fadeout The  reissue being a shorter print with Chaplins narration not only was presented occasionally on American Movie Classics but can also be found on Chaplins th birthday anniversary video edition followed by a  comedy short PAY DAY Video or DVD enthusiasts out there certainly will have a major choice to consider as to which copy to have in their collection But in spite of numerous editions THE GOLD RUSH is a golden treasure where it had been shown on American Movie Classics  and currently presented on Turner Classic Movies in either format of the shorter  reissue or silent print with the William Perry piano score While Chaplin is listed in the cast solely as The Lone Prospector avid lip readers will notice that he is called Charlie by his supporting players especially by Georgia ****,10
15,If anyone doubts that Charlie Chaplin was one of the funniest comedians ever or that silent films did not require acting ability t you a commend this film as well as City Lights  Modern Times isnt strictly speaking a silent film although Chaplin had no dialogue there  The Gold Rush while not Chaplins best film does feature his best performance and has so many classic bits it must be seen  Excellent film   version redone by Chaplin is a bit better but either will do  Most highly recommended,10
16,To be perfectly honest I wish I could denounce Chaplin more fervently than I find myself able to Right down to my fundamental worldview I am a Buster Keaton person the face a mask that stoically accepts the door slamming shut; so I find it beyond irksome and trite every time the tramp is by some miraculous chain of events restored into happiness The world as I understand it just doesnt work this way; kings and beggars alike have the same toll to pay So wishing it did only fosters more painThis is actually worst than The Kid in this respect Our lowly hero eventually gets the dream girl but only after he has allowed himself to be dragged in pursuit of gold Oh though filthy rich at that point when in the end he falls practically in the girls arms he is again dressed like a tramp  meaning no doubt he is still the same person  but where usually the hero sacrifices superficial worldly pleasures for the deeper calling that fulfills the soul here he gets both There is not even the thought of a compromiseYet I cant help but connect here with one specific aspect of Chaplins cosmology; the mysterious elusive fates  seemingly random but slowly revealed to be guiding purpose  that govern life and toss it about through so many clashing rocksNowhere is this sketched more poignantly than in the famous cliffhanger scene The tramp wakes in the same cabin he was earlier; familiar surroundings from inside the reality thought to be known understood domesticated into order but from outside we see how this reality hangs in precarious balance above the void So every step inside taken casually without much thought is revealed from outside to have terrifying consequences that govern life and death Blissful ignorance the intertitle aptly describes the situation inside the cabinIt is a powerful cosmologic symbol what in Eastern philosophy is understood as karma fate flowing not from some lofty precipice of the gods above but from inside the house of everyday life With both gold and love impossible love with the dream girl as the chimeras that trick the mindSo Chaplin is gifted enough to see the world as it manifests itself to us on some fundamental level as in the dream sequence in The Kid where we see the devil tricking the soul from inside but either cannot properly understand – and confuses karma for providential fate  or he does is terrified and chooses to soothe us instead with a fairy taleSo however wellmeant its a dishonest patronizing vision of bliss Once more these forces are finally shown to be the challenging but eventually benevolent whims of providence Its all made right again more than rightNotice how well integrated is this notion inside the film proof that all else aside Chaplin was a talented film mind; we are so closely made to identify with the pointofview of the tramp who is kept in blissful ignorance of the larger souldefining mechanisms that shape his life that we come out of the film from our position as viewers buying this fantasy as an important lessonSo instead of coming out of the film realizing that we should seize control of our own footsteps in life that keep our world in balance or assume responsibility for when it trickles down the hill just wait and itll all work out in the end It is a clever manipulation into blissful ignorance with the filmmaker playing our strings the same way invisible fates play with the character inside the filmSure it is occasionally very funny inventive But were talking here about the more intricate mechanisms that drive a film  and film aspiring to be a truthful reflection of life life itself,0
17,This is the first silent film I have ever seen so I really was not use to having absolutely no sound other than the piano in the background in a  minute movie So it was neat to see the actors using over exaggerated expressions to get their feelings/ideas acrossI felt like they did some of same gags over and over again like someone getting chased around the cabin or The Lonely Prospector burning himself on the stove It just got really old to me quickly I dont know maybe because Im from a different time period and way life but the film just didnt do anything for me I didnt really like the plot of the movie and thought it was a little too spread out and could have had the same effect if it was only  to  minutes long and nothing would have been lost,3
18,Make them laugh make them laugh The American comic tradition and American movies were made for each other Gold Rush is one example that Charlie Chaplin was the father of American comedy Even though Chaplin loves to press political economical or social messages in his films The Gold Rush remains true to its genre It is a comedy non the less Even at the end of the film when THE TRAMP receives a kiss Chaplin reminds the audience that she has ruined the picture with the kiss This is suppose to be a comedy!,9
19,Spoilers hereinI consider `City Lights to be a masterwork one of the films that every literate person must see This film is often equally celebrated but it seems to be a random collection of integrated ideas to me Some work most dontThe  rescore and voiceover is much tighter visually but sonicly heavy If you have a chance with the DVD see it in the  recut with no sound and subtitlesThe one skit that works the best is the famous dancing rolls bit You really must see three versions of this one after another Look at the original Then see the Robert Downey Jr version done in  almost  years later Notice how much more comic Downeys is because he uses a different timing and is both doing it and referencing the Chaplin dance Then see the Johnny Depp version of the year later which pokes fun at the Downey version and reannotates the original A work of genius overlain on a masterpieceOtherwise there are better silent comedies to see And better ChaplinTeds Evaluation   of  Has some interesting elements,0
20,The Gold Rush is a showcase of sorts for Chaplin In it he provides audiences with a wide range of cinematic elements from his signature slapstick routines to dramatic relationships The rags to riches plot was interesting and witty but felt dragged out While Chaplin is good at emotionally engaging the audience with relateable situations like getting stood up or competing for a woman the lack of serious conflict makes the film seem simple The special effects were handled nicely even by todays standards but the true enjoyment in the film comes from watching the tramp endure hardship as he accidentally progresses into wealthiness and sees his life fall together by favorable coincidence,6
21,Spoiler AlertThe Gold Rush is perhaps one of the best silent movies I have ever seenAlthough it takes a bit to get used to silent movie language youll be rewarded with a marvelousfunny and poignant movieSome of the scenes are hilarious and some really touches your heartstrings Chaplin as performer gives one of his best performances in this movie There are plenty of great scenesChaplin and Mack Swain in the cabincrazy with hunger and cabin feverthe touching New Years Eve party and finally the hilarious finale with the cabin out on the edge of a cliffThe later version which was released with added narration and music wasnt as good as the originalbut easier for modern audiences to watch,8
22,What a delightful film I can see the imagination bursting on the screen in riches Each scene contains surprises and bits of magic I love how the film shows visually that the liquid is alcohol and how the cabin ended up on the edge of a cliff This masterpiece is not just a comedy but there are parts that make me laugh just thinking about them like the eating shoe scene fighting over rifle while Chaplin tries to hide from gun and when the cabin is tipping over the cliff scene When the Lone Prospector finds Georgia the film unveils some truly touching dramatic moments I love the image of Chaplin standing still outside his open door listening to the crowd on New Years Eve knowing that he was stoodup I genuinely felt for him Chaplin is a auteur who can make me laugh and cry at the same time Brilliant,10
23,The primitive production values the decrepitlooking camera work and the silent soundtrack with only musical scores to suffice for the lack of the talkie in that era does little to ruin the viewers chance of being entertained by this highly enjoyable classic masterpiece by Charlie Chaplin The Little Tramp finds himself in the Yukon braving the wintery elements bears and a psychopath all for the sake of claiming his own fortune of gold Under his expert direction Chaplin guides THE GOLD RUSH with painstaking detail of what life would be like to live in the freezing extremes having to shack up in a  cabin in danger of toppling over a snowcapped cliff and feasting on shoes for protein Amidst all the atrocities Chaplin being that likeable underdog that everybody roots for and loves overcomes the odds managing to make the best out of a bad read terrible situation He even takes the time to humor himself and a few ladies with a songanddance number involving two forks and a pair of potatoes,0
24,The eternal question for many Chaplin fans is is The Gold Rush better than City Lights?  There are some who would argue for Modern Times or maybe even The Great Dictator  There are even a few who like Monsieur Verdoux  But to say this film is better than City Lights is definitely inviting controversy As a statement on social mores and values City Lights is far more indicting  As an important piece of film City Lights shows us many things that had never been done before and perhaps may never be done again on the big screen  But as a sheer enjoyable romp in The Little Tramps world City Lights falls short  It is buried in social commentary whereas the Gold Rush has some social issues to deal with but nothing much new from previous works until the end where it neatly summarizes what Charlot has been all about all along It is that ending which makes the Gold Rush the best of Chaplins works and the one I will watch just for the sheer joy of seeing the artist in his prime  out of ,10
