TID,Comments,Rating,class
tt0017925,watching general  similarity buster keaton and charlie chaplin almost unmistakable story wa original and humorous and performance buster keaton wa pleasing didnt like wa fact protagonist still wa pursuing girl wa quick leave thought wasnt brave and end staying end good thought stunt bridge give and train fall wa well done and must cost fortune scene found laughing loud and scene wa bored unfortunately film doesnt great job keeping viewer glued screen overall wa enjoyable,7,0
tt0017925,feel general great silent film even though story line relatively complicated way character played part and way wa filmed made easy follow fairly new silent film experience and saw movie wa partially comedy wa expecting something along line charlie chaplin however wa pleasantly surprised buster keaton subtle comedic style felt film wa well shot shot considering technology day wa actually shocked scene rock river bridge collapsed texas knowing full well wa not special effect couldnt believe producer would spare expense destroying locomotive and entire bridge movie sure one favorite silent film,7,0
tt0017925,johnnie gray train engineer try enlist confederate army impress girlfriend unfortunately rejected role engineer deemed important lucky gray given opportunity prove band union soldier disguise hijack trainat time film release wa flop and considered not funny since ha gone declared one greatest film time funny work would tend agree isnt really funny great film variety reasonsbuster keaton wa amazing actor and director wa willing put dangerous situation laugh  wa stuntman right train fall water really sitting side moving train and front could killed and wa captured film flawlesslypersonally enjoyed sherlock jr better thought trick better and action funnier faster pace kept hooked enough watch time general wa not boring silent film could done grab audience and im not sure,7,0
tt0021749,city light different film used seeing not watched silent film or pantomime year really enjoyed story charles chaplin helped create and produce enjoyment plot seems commonly used boy falling love and trying win girl love return city light twist plot girl blind and poor trampchaplinis poor love and want help blind girl millionaire help tramp giving money onagain offagain friend depending whether or not drunkbeing silent film importance use prop and acting character since silent film cant tell u feeling important understand feeling action may facial expression body language dress eye contact kind touch or use written statement like title card silent film prop stood wa use flower flower girl selling flower chaplin wa always holding or smelling one flower special girl use flower helped show emotion and feeling two character symbolized affection like flower couldnt see couldnt see true or true affection another prop wa used wa money millionaire point view money wa really no matter threw party reunited friend went dance club and chaplin needed money order help flower girl pay rent and surgery wa willing give one thousand dollar millionaire money nothing chaplin and flower girl showing forth love and charity movie wa made many people poor and hopeless portrayal chaplin poor happy and hopeful man might given hope others watched movie depression film noticed use repetition or rather parallelism wa read film art book dealing wizard oz show shot one way kansa and reverse shot oz saw city light city light parallelism done sight not necessarily eye mind see reverse poor blind girl see chaplin millionaire and end see tramp new eyesight true reverse emphasized working shop and making money two character somehow always perceived opposite end social class spectrum yet still ha desire happy love another reverse happy friendly drunk millionaire see chaplin friend and hero stopping committing suicide however sober want nothing throw and even ha arrestedin way film different generation might used watching classic better learn movie love today came and gain better appreciation art film,7,0
tt0021749, perhaps test person outlook ask see final scene theyve never seen city light and instantly notice major continuity issue chaplin hold flower lapel rear shot mouth close maybe theyve placed film study romanceit took viewing spotted and cant help notice yet even despite never fail get choked beauty final scene want impress right kind girl put and show sensitive soul final momentsas rest film final five minute classic and perhaps best thing chaplin ever rest episodic and patchy necessitating relatively low score still fine film never completely great one presage beautiful final moment merely fine entertainment,7,0
tt0022100,opinion ok film except little stylistic trick nothing special story ok told rather weak part even ridiculous acting mostly weak except lorre dont see much anyway and sound quality horrible something cant blame use headphone full volume even understand words! switching sound silent time distracting and ha no dramatic effect even say  opposite case seems amateurish slow pacing typical time and suspense? dont think opinion main reason film critically acclaimed area lorre overacting whenever overacting ha purpose critically acclaimed and acting madman effective b id call heavy look topic seems heavy and plot and style seem heavy and important almost want film successful search lorre acting justification say im sure like film many reason important reason maybe doesnt mean im wrong film want like and dont want look flaw well long story short dont think final result success much average and great isnt great metropolis nosferatu caligari sunrise think stunning look silent and made dont get wrong cinematography good and also inventive little part not revolutionary deserves reputation ha probably flaw big fully appreciate rest like every time one said doesnt leave marksblah blah laugh talk kid middle day middle street walk along street go shop buy stuff make mad gesture public and also whistle damn song time loud hear three street away everyone audience know beginning doom /,6,0
tt0022100,since loved metropolis and wa mesmerized great storyline happily shelled  euro get deluxe dvdset fritz langs first talkie fully expecting wa going view and againwell wa  euro spent new haircut or something boring film one somewhat redeemed great peter lorre and interesting final scene first hour wa sooo slooow! low point wa tenminute scene four boring men roundtable deciding child killer no camera movement whatsoever blabbering and no oneliners either killer heaven sake  action! something! stop him! looking back maybe wa even mesmerized brand film poster great and single make classic even harrowing logostill honestly cant believe modern viewer would actually enjoy,4,0
tt0022100,perhaps wa influential time entertainment ha little offerthe plot simple enough serial killer loose and police cant find pretty normal becomes interesting police show public trying harass criminal community point criminal start look killer nice ideaunfortunately good part plot stop way killer identified make no sense hard not shout wtf? tv contrived and unbelievable and plain stupidthere also no suspense film chase scene ha obvious conclusion and although kept doubt fate killer dont care ha no personalitythere also lot preaching final sequence death penalty and insanity becomes annoyingthe acting good pretty much everyone delivers especially unusual film vintagedated and lacking real entertainmenti dont understand high rating ha got maybe people going easy old new or old ha entertain and doesnt,3,0
tt0022100,im fan peter lorre and love black &amp; white film  enjoy foreign film  even like trying twist brain around mindboggling symbolfilled convoluted art flick  wa incredibly disappointed *m*it lot potential kept drowning  took understand  plot wasnt overly complex  still feeling unpleasant confusion  finally realized *m*s downfall cant decide isi went general understanding wa going and knowing peter lorre work certain expectation  part movie satisfying fit expectation tense shadowy atmosphere made eerie and suspenseful skillful use hall mountain kingother part movie felt like police procedural  certainly place ed mcbains world place not mixed robyn cook  segment felt place and jarringly interrupted mood created spookier emotionally taut scenesthe muchapplauded ending problem suddenly introduced yet another mood  introspection and social consciousness  wa distinct either two mood feel even part pictureeach mood theme general strain could good  package film felt illblended  and much enjoy paradox and even confusion not sufficient criterion good film,3,0
tt0022100,yikes second classic im reviewing day opinion almost polar opposite consensus wa thing come  least not feel complete disaster final third actually quite good and occasional moment artistic merit prior watch least reason head see emperor parade new clothes least oncenamely everyone talking lot people influenced and far masterpiece comparing classic hitchcock almost criminal hot air thats regularly emitted film could fill million balloon street vendor first two third pretty badi almost couldnt make ending would shame and im someone almost _never_ tempted bail filmthe crux story serial killer targeting young girl large german city time period film present police difficulty catching killer regularly making headline local paper especially killer keep writing taunting note published latest murder large vigilante group panicked citizen including fair number criminal decides take action organize dividing city quadrant different people patrol and try keep police uninvolvedthe problem majority film nutshell storytelling extremely sloppy script cowritten director fritz lang map way many character audience doesnt get know least first hour instead scene scene people weve never met mostly sitting or standing around and fretting theyre going catch killer langs direction extremely flat and editing even worse pacing horrible superfluous pregnant pause around every corner lot superfluous insert shot lot poorly chosen camera placement absence score except killer whistling famous bit edvard grieg peer gynt doesnt help no character care no character follow story scene flow waiting two hour dentist office dialogue blandand plot unfolds linearlythis even true film improves final third no surprise or twist information police and vigilante need basically fall right lap hardly run kink couple small problem theyre easily resolvedfor thriller ha little tension first hour realm police procedural slow and police arent enough or least not enough procedure shown make work also considered film noir residence genre superficial rate doesnt help create engaging filmbut mentioned moment value first hour mostly come way cinematographic symbolism example one shot show child balloon ensnared power line and rolling ball sufficient convey child ha fallen killer trap and dead interesting symbolism bit heavyhanded still attractive example potential child victim end front store picture window beneath large arrow pointing and next hypnotically spinning spiralthe improvement arrives vigilante mob belief ha killer cornered hour film sequence theyre taking place apart well directed and actually becomes suspenseful finally get know couple character later including two member police force crowning scene feature peter lorre han beckert giving impassioned speech huge vigilante mobhes defending kangaroo court yes lorre excellent not film enough  minute excellent performance scattered moment elsewhere surely not enough put best film time listslang ha interesting thing say vigilante justice and criminal culpability vigilante justice stuff wa much better handled lang elsewhere fury  nearly  beckerts culpability speech cover basic issue one would ethic class not completeit doesnt delve ontology choice enough and course doesnt answer issue latter fact probably better arent really easy answer although personal view choice not strictly necessary responsibility or culpability scene also least implies lot ethical issue involved formal justice system visàvis insanity defense possibility parole and onbut couldnt lang dived right material last halfhour say  or minute prologue? film end abruptly extend ending and cut fiddlingabout garbage consumes majority screen time bad screen writing and doesnt deserve praise ha received,4,0
tt0022100,early german thriller fritz lang metropolis spotlighting young peter lorre crazed child murderer selects innocent young girl and discreetly walk leaving police force baffled trying apprehend and bring justice concerned vigilante mob consisting average citizen and hardened criminal take matter hand trying catch killer without interference lawmy basic summation sound far interesting way overrated film play rewatched third final time criterion dvd offered original german language version english subtitle movie ha troubled history different print varying length and one wa way overlong around  minute first saw film forum nyc around late may shorter englishdubbed version time recall impressed least intense ending highlight emotional and sympathetic performance peter lorre thrown mercy kangaroo court and actually pleads audience consider compulsion warped perspective wa based memory picked criterion dvd release time came may spun maybe one time first bought however found newest viewing dull and prolonged endless scene police procedure and discussion peter lorre screen time wa precious little and got shine end last  minute or  wa good scene not worth enduring rest tedium wa not much way directorial flourish nice suggestive visual setup opening allude lorre crime wa much contemplating searching investigating talking meandering take inflated gut film **/ ****,6,0
tt0022100,going talk hyper realistic film making let forget like peter watkins  mike leigh ken loach etc and talk frizt langs  kept forgetting wa feature film and consciously thought wa watching  german documentary featuring serial child killer  seriously  throughout running time cut concerned parent  policeman no lead and criminal falling wanting child killer caught  and pointed realism lie  criminal ulterior motif police search mean gang cant operate ware due heavy police presence  something similar happened trouble northern ireland and loyalist terror group found couldnt operate extortion racket and robbery and drug dealing extreme death squad carrying secterian murder attracted much attention ruc  eliminated  wary criminal take moral high ground no honour amongst thief peter lorre han beckert doesnt appear movie well halfway mark running time though sickening shadow doe hang film throughout  no bad thing lorre appearance held back later emigrating hollywood illusion somewhat shattered finally doe appear screen and realise youre watching feature film and not fly wall documentary  said lorre bone chilling performance hang entire film and han beckert one disgustingly memorable villain th century cinema problem watching today ha nothing way wa originally made  modern day presentation no black background subtitle mean difficult read white letter faded film print  hope see someone fully restored version someone ha taken time and trouble make captions/subtitles easier read,7,0
tt0025316,eighty year since happened one night debuted screen and still remains quintessential romantic comedy watch influence countless film since happened one night triumphant and timeless great cast director and script start film see beautiful ellen andrew claudette colbert florida aboard wealthy father luxury boat ellen planning marry king westley father disapproves and force stay boat find someone suitable liking lead run away and seek westly father put highly publicized bounty return board bus new york and cross path charismatic peter warne clark gable gifted newspaper reporter also ha drinking problem constantly get trouble warne figure ellen really proposes plan escort new york right story ha become national headline seemingly mismatched pair go adventure eventually warm and become close plot fly freeflowing pace allows wickedly good oneliners script fantastic and allows great comedic timing and also sense drama bit suspense willthey wontthey couple explore feeling watching film get sense end together never fully guaranteed and leaf room doubt meet several supporting character mostly never overstay welcome bumbling shapeley and boisterous zeke great small amount time get and dont distract main narrative one minor problem story geography confusing audience left loop come knowing exactly lead make hard track importance settingthis prime example and maybe founding screwball comedy screwball comedy tell story two lead often unmarried man and woman come different social class and interact based previous lifestyle like film heaven wait and raising arizona thank film popularizing genre frank capra academy award best director film and totally deserved balance cast well and allows total freedom within cramped space frame push camera claustrophobic scene force actor work together make physical comedy work acting definite draw and best part film gable and colbert took home academy award performance gable go one best romantic lead ever handsome quick foot and witty also delivers perfect oneliners confidence and swagger make woman want and men want colbert doe excellent job uptight and bratty female many leading lady still trying replicate almost eighty year later perfectly embodies rich girl element real world bounce gable laid back working man character ease and oneliners good or even better walter connolly also doe good job ellies wealthy father alexander andrew play overprotective also understanding father first want ellen marry someone rich and famous order boost social status seeing unhappiness change and see error way one father every girl want and every man strive happened one night biggest influence romantic comedy genre great pair gable and colbert and capra director lift film heaven classic cinema even  film still fun and used teach writer create good comedy,7,0
tt0027977,modern time exemplifies depressionera america; stream disappointment tattered dream and missed chance attempt drag character defied ever buoyant hope american dreamscenes modern time aptly capture mood america late s; men superimposed sheep shuttled waiting line worker pushed go faster and faster eventually consumed machine deigned control yet element optimism shine weary filmchaplin and gamin dream home cow ready milked and steak crackling stove though realitya depilated shack no buckingham palace two able sustain american dream secure fruitful lifeseveral aspect film called mind type reality though  wa written   year birth modern time including large two way screen factory allowing owner big brother worker well police brutality and ford factory line men and machinethe film end appropriately; dusty and bruised pursuit hardship and hunger chapin and orphan girl head hopefully sunset convinced better reality awaiting sun return; hope shared many america modern time,7,0
tt0031679,mr smith go washington u senator suddenly pass away and mr smith tapped fill position unbeknownst honest decent smith intended merely puppet powerful force already control state governor and congressman smith collides headon force and must fight save and value destruction public arenamr smith directed frank capra not meant realistic basic plot and character mr smith borderline ridiculous smith go beyond naive point appearing ignorant and lacking common sense time seems civics education ndgrader everything movie exaggerated extremescapras dc likewise caricature u senate united front entrenched cronyism move one nonpartisan mass always supporting mutual corruption medium easily herded line interpretation probably strike closer truth although system today ha undermined internetstill true washington not quite fraudulent copra version no doubt probably perceived way many american today film touch upon real issue affect modern politics amazing relevant certain line and scene remain year perhaps todaywhat bug film wa shamelessly idealistic view smalltown american hero like mr smith like bruckenheimer movie billy boy and jim bob ranch save planet mr smith sometimes come selfcongratulatory pat back common man rail elitism and special interest washington popular sentiment todaythis might not bother much except country coming extended experiment putting commoner government seat critical importance and thing didnt turn hot nasty cold and dirty may seem place compromising politician dc may preferable putting oh shuck well golly gee dunno kinda guy position major responsibilitythis country ha low tolerance corruption ha even lower tolerance incompetence,7,0
tt0031679,frank capra fan give capra high mark film making wa great director capra detractor said wa known corn rather art truth art capra fails not entertain truth teller capra one first message director movie go washington establishment political hack and power behind throne sad fact nothing ha changed human nature ha not changed capra creates character jefferson smith played jimmy stewart great performance supporting cast performs well direction capra whether capra or writer blame not known smith character caricature real person and not real and story not reality movie wa considered comedy critic  plus year consider movie significant comment good versus evil stewart character chosen shallow governor fill u senate seat and choice not best candidate job nothing unbelievable  smith character stretched beyond belief become u senator must least  year old smith introduced someone maturity  year old no wife no girl friend; act like  year old introduced mature woman taking tour washington leaving homing pigeon care others also behavior adolescent capra want u believe adolescence synonymous honesty not wa striking journalist portrayed dopesomehow idealistic character take corruption world form junior senator and conquers and discovers love and get girl end like vintage syrup movie right remember movie and real life bad guy usually win,5,0
tt0031679,well like political film oozing patriotism small guy get big guy underdog win american better yet frank capra james stewart get cliché? oh wait main character jefferson smith bribery corruption conspiracy lie and deceit shady deal ulterior motif word politics case wa not already obvious not political guess what? way yes like film important way not make different? one word stewart sure clever writing directing supporting cast asset film make film character name title heartfelt performance jefferson smith audience inspired; even cynical u might find beginning really like country appreciate today ancestor not and maybe even believe make difference getting involved politics naiveté practically excruciating time first glance white house compared little kid candy store first evening exploring monument along and around national mall shown montage form patriotic background music cheesy yes somehow wa not bad sound everyday man try acclimate world politics blunder brings new laugh awkwardness palpable and character lovable eventually course must learn truth doe not really exist government cheer everyday smith try pave way little guy far high school or even grade school education go list required viewing along school house rock classic bill becomes law course would loved learn government senate bill and filibuster way **** spoiler **** sadly wa ending brought greatest disappointment wa extremely sudden and cheap determination and rallying smith; far paine wa willing go condemn man supposedly felt wa like son stubbornness right thing give and confesses everything senate floor? highly unlikely even worse cheapens smith ha done,7,0
tt0032551,grape wrath film based novel written john steinbeck film follows family westward exodus lower class family forced work and home due firm hand manwhile several cinematography element used within film use black white well camera trick elevated run feeling joad family feeling although film wa homage novel not capture intended thesis steinbeckthroughout plight joad family movie focus simply obstacle and hard time joads encounter feel lack strong sense community film really detracted moral book book ha strong lesson becomes whereas film lack sort artistic ability really capture phenomenon film put forth plot joads world and important and striking part book wa realization community perfect stranger come together bonding nothingness and become greater fambly own; unit reckon director cut film failed bring screen steinbeck message human nature people coming together no mean living and yet  still fighting silent fight film ha impressive cast actor and several noteworthy aspect film quite beautiful speaking film parallel novel film ha fallen short could justly time period and circumstance short film pay homage timeless literary work film due remake world place one not fearful expose truth truly honor steinbeck work must done,7,0
tt0032551,hesitated writing really didnt much like movie and assumed first wa find politics appallingbut think realize even cinematically found compelling purely visual level ford movie always least visually compellingi think ford spent much effort trying make character symbol failed make people no point care whether joads made california; death old folk made no impression villainy local cop and ran work camp wa much mitigated obvious artifice emotion people inspired wa deep desire punch selfrighteous jerk tom joad right mouthwhich dont think wa ford wa going admit like john carradine always like john carradineand joads drove federal government work camp and wa like arriving heaven obvious fdr lookalike sans wheelchair course god completely lost wa unintentionally funniest thing ive ever seen classic filmam cynical?,4,0
tt0032553,charlie chaplin boldest film willingness take adolf hitler nearly anyone else great dictator wa also chaplin taking sound  year everyone else end cinema greatest silent clown could take history greatest monster processthere two reason like great dictator one chaplin wa side angel no small risk given target ambition didnt forget make funnyessentially prince and pauper remake dictator present chaplin adenoid hynkel cruel inept phooey k führer tomainia and jewish world war veteran poignantly left unnamed nod common man want work peace barber shop hynkel struggle two great passion hating jew and loving war barber find love and cause believe inthe comedy categorized great and good former featuring chaplin hynkel simply much funnier bad guy whether playing broad jumping secretary delivering speech hatechoked gobbledegook or subtle shooting dead man claim perfected bulletproof suit hynkel simply turn and walk away threeword critique far perfecthynkel character solves chaplin legendary problem sound whether dressing blubbering subordinate herring billy gilbert or struggling keep composure fellow dictator napaloni jack oakie rebuff attempt intimidation told righthand man garbitsch henry daniell people objecting sawdust bread huff want? finest lumber mill supply!the comedy around barber get labored maybe much turn oppression jew though chaplin trying establish underdog and rooting interest film becomes tricky not mocking unmockable character meet including barber fairly bland and humor patchy funny material excessive bit people get klonked pan or splattered whitewash least chaplin avoided setting pie fight starving ghettothe famous last scene great divider many; chaplin step character address u audience aboutwhat? world need love and le hate guess philosophically strangled message antifascist and oddly pacifistic time hitler legion swallowing europe chaplin warning machine men machine mind wa still making modern time and punching sky time lame effectto crass way end good comedy perhaps necessary given stake involved hitler wa real and calling wa real value term rallying called upon defeat doesnt transcend time well could great dictator still fine comedy delivers strong laugh and stronger historical resonance,7,0
